2023-03-22 11:17:44,203 INFO    MainThread:13353 [wandb_setup.py:_flush():76] Configure stats pid to 13353
2023-03-22 11:17:44,218 INFO    MainThread:13353 [wandb_run.py:_label_probe_notebook():1214] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-03-22 11:17:44,218 INFO    MainThread:13353 [wandb_init.py:init():701] updated telemetry
2023-03-22 11:17:44,532 INFO    MainThread:13353 [wandb_init.py:init():741] communicating run to backend with 60.0 second timeout
2023-03-22 11:17:44,691 INFO    MainThread:13353 [wandb_run.py:_on_init():2133] communicating current version
2023-03-22 11:17:44,756 INFO    MainThread:13353 [wandb_run.py:_on_init():2142] got version response 
2023-03-22 11:17:44,756 INFO    MainThread:13353 [wandb_init.py:init():789] starting run threads in backend
2023-03-22 11:17:48,107 INFO    MainThread:13353 [wandb_run.py:_console_start():2114] atexit reg
2023-03-22 11:17:48,107 INFO    MainThread:13353 [wandb_run.py:_redirect():1969] redirect: SettingsConsole.WRAP_RAW
2023-03-22 11:17:48,107 INFO    MainThread:13353 [wandb_run.py:_redirect():2034] Wrapping output streams.
2023-03-22 11:17:48,107 INFO    MainThread:13353 [wandb_run.py:_redirect():2059] Redirects installed.
2023-03-22 11:17:48,108 INFO    MainThread:13353 [wandb_init.py:init():831] run started, returning control to user process
2023-03-22 11:17:48,109 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:48,109 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:48,116 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:48,117 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:48,118 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:48,123 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:48,812 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:48,813 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:48,819 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:48,821 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:48,821 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:48,871 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:48,872 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:48,872 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:49,161 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:49,162 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:49,162 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:49,775 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:49,777 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:49,777 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:50,659 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:50,663 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:50,663 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:51,425 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:17:51,427 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:17:51,427 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:17:56,096 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 11:18:01,247 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 11:18:01,252 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 11:18:18,997 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:08:58,887 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:08:58,887 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:22,221 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:22,222 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:22,223 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:26,227 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:26,232 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:26,232 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:27,469 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:27,470 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:27,470 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:28,042 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:34,245 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:34,245 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:37,830 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:37,831 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:37,832 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:38,293 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:11:38,294 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:11:38,294 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:11:40,448 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:32:09,858 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:32:09,859 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:32:09,863 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:32:09,866 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:32:09,866 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:36:10,147 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:36:10,150 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:36:10,150 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:36:11,398 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:36:11,400 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:36:11,400 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:36:12,113 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:36:12,116 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:36:12,116 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:36:12,644 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:36:12,655 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:36:12,655 INFO    MainThread:13353 [wandb_init.py:_pause_backend():417] pausing backend
2023-03-22 12:36:17,168 INFO    MainThread:13353 [wandb_init.py:_resume_backend():422] resuming backend
2023-03-22 12:36:17,169 INFO    MainThread:13353 [wandb_run.py:_finish():1854] finishing run saturi/model_exp_custom_msp_8009_0322v2/mgm190il
2023-03-22 12:36:17,170 INFO    MainThread:13353 [jupyter.py:save_history():445] not saving jupyter history
2023-03-22 12:36:17,170 INFO    MainThread:13353 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-03-22 12:36:17,170 INFO    MainThread:13353 [wandb_init.py:_jupyter_teardown():434] cleaning up jupyter logic
2023-03-22 12:36:17,170 INFO    MainThread:13353 [wandb_run.py:_atexit_cleanup():2083] got exitcode: 0
2023-03-22 12:36:17,170 INFO    MainThread:13353 [wandb_run.py:_restore():2066] restore
2023-03-22 12:36:17,170 INFO    MainThread:13353 [wandb_run.py:_restore():2072] restore done
2023-03-22 12:36:21,142 INFO    MainThread:13353 [wandb_run.py:_footer_history_summary_info():3422] rendering history
2023-03-22 12:36:21,143 INFO    MainThread:13353 [wandb_run.py:_footer_history_summary_info():3454] rendering summary
2023-03-22 12:36:21,146 INFO    MainThread:13353 [wandb_run.py:_footer_sync_info():3380] logging synced files
